address,area,constraction_year,rooms,bedrooms,bathrooms,balcony,storage,parking,furnished,garage,garden,energy,facilities,zip,neighborhood,rent
1054 WL Amsterdam (Cremerbuurt West),55.0,1900,2,1,1,yes,no,no,yes,no,Not present,None,Toilet,1054 WL,Cremerbuurt West,1400
1054 HX Amsterdam (WG-terrein),80.0,1900,2,1,1,yes,no,no,yes,no,Not present,None,None,1054 HX,WG-terrein,1500
1054 MH Amsterdam (Cremerbuurt West),41.0,1980,2,1,1,no,no,no,yes,no,Not present,A,"Bath, Toilet",1054 MH,Cremerbuurt West,1500
1054 LE Amsterdam (Vondelparkbuurt West),77.0,1900,2,1,3,yes,no,no,no,no,Not present,G,"Shower, Bath",1054 LE,Vondelparkbuurt West,1750
1054 GC Amsterdam (Vondelparkbuurt Oost),92.0,1942,2,1,1,no,no,yes,yes,no,Not present,None,Toilet,1054 GC,Vondelparkbuurt Oost,2000
1054 HM Amsterdam (WG-terrein),85.0,1890,3,2,1,yes,no,no,yes,no,Not present,D,"Shower, Bath",1054 HM,WG-terrein,2150
1054 MN Amsterdam (Cremerbuurt West),35.0,1906,2,1,1,no,no,yes,yes,no,Not present,None,None,1054 MN,Cremerbuurt West,1495
1056 DM Amsterdam (John Franklinbuurt),65.0,1935,3,2,1,no,no,no,no,no,"Present (45 m², located on the south-west)",B,Toilet,1056 DM,John Franklinbuurt,1750
1056 KR Amsterdam (Geuzenhofbuurt),85.0,1920,3,2,1,no,no,no,yes,no,Not present,None,None,1056 KR,Geuzenhofbuurt,1750
1056 KR Amsterdam (Geuzenhofbuurt),85.0,1920,3,2,1,no,no,no,yes,no,Not present,None,Toilet,1056 KR,Geuzenhofbuurt,1600
1056 JS Amsterdam (Geuzenhofbuurt),65.0,1935,3,2,1,yes,yes,no,yes,no,Not present,None,"Storage space, Toilet",1056 JS,Geuzenhofbuurt,1600
1056 JS Amsterdam (Geuzenhofbuurt),65.0,1935,3,2,1,yes,yes,no,yes,no,Not present,None,"Storage space, Toilet",1056 JS,Geuzenhofbuurt,1475
1056 SZ Amsterdam (John Franklinbuurt),50.0,1950,4,3,1,no,no,no,no,no,Not present,G,None,1056 SZ,John Franklinbuurt,1495
1056 SZ Amsterdam (John Franklinbuurt),50.0,1925,3,2,1,no,no,no,no,no,Not present,A,None,1056 SZ,John Franklinbuurt,1525
1056 KM Amsterdam (Geuzenhofbuurt),57.0,1933,3,2,1,yes,no,no,yes,no,Not present,D,"Shower, Toilet",1056 KM,Geuzenhofbuurt,1650
1056 JK Amsterdam (Trompbuurt),55.0,1960,2,1,1,yes,no,no,yes,no,Not present,E,Toilet,1056 JK,Trompbuurt,1500
1056 VS Amsterdam (Trompbuurt),180.0,1929,6,5,2,yes,yes,no,yes,no,"Present (60 m², located on the south-west)",B,"Storage space, Shower, Bath",1056 VS,Trompbuurt,3150
1056 BS Amsterdam (John Franklinbuurt),55.0,1900,3,2,1,yes,no,no,no,no,Not present,D,Toilet,1056 BS,John Franklinbuurt,1650
1056 XR Amsterdam (Landlust Zuid),55.0,1933,3,2,1,yes,no,no,yes,no,Not present,D,None,1056 XR,Landlust Zuid,1500
1056 DS Amsterdam (John Franklinbuurt),106.0,1950,3,2,2,yes,no,no,yes,no,Not present,A,"Roof terrace, Shower, Toilet",1056 DS,John Franklinbuurt,1999
1056 DS Amsterdam (John Franklinbuurt),51.0,1906,3,2,1,no,no,no,no,no,Not present,G,None,1056 DS,John Franklinbuurt,1750
1056 DS Amsterdam (John Franklinbuurt),51.0,1906,3,2,1,no,no,no,no,no,Not present,A,None,1056 DS,John Franklinbuurt,1750
1056 VZ Amsterdam (Trompbuurt),74.0,1906,3,2,1,no,no,no,no,no,Not present,A,None,1056 VZ,Trompbuurt,1900
1056 VZ Amsterdam (Trompbuurt),73.0,1906,3,2,1,no,no,no,no,no,Not present,B,None,1056 VZ,Trompbuurt,1800
1056 VZ Amsterdam (Trompbuurt),74.0,1906,3,2,1,no,no,no,no,no,Not present,A,None,1056 VZ,Trompbuurt,1900
1056 VZ Amsterdam (Trompbuurt),73.0,1906,3,2,1,no,no,no,no,no,Not present,B,None,1056 VZ,Trompbuurt,1800
1056 XS Amsterdam (Landlust Zuid),55.0,1931,2,1,1,yes,no,no,yes,no,Not present,None,None,1056 XS,Landlust Zuid,1500
1056 HD Amsterdam (Trompbuurt),80.0,1921,3,2,1,yes,no,yes,yes,no,Not present,E,"Shower, Bath, Toilet",1056 HD,Trompbuurt,1850
1056 XK Amsterdam (Landlust Zuid),70.0,1930,2,1,1,no,no,no,yes,no,"Present (50 m², located on the south)",C,"Cable TV, Internet connection, Shower, Bath, Toilet",1056 XK,Landlust Zuid,1975
1056 KV Amsterdam (Geuzenhofbuurt),37.0,1940,2,1,1,no,no,no,no,no,Not present,None,"Shower, Toilet",1056 KV,Geuzenhofbuurt,1250
1056 NX Amsterdam (Robert Scottbuurt Oost),40.0,1900,2,1,1,no,no,no,yes,no,Not present,A,"Shower, Toilet",1056 NX,Robert Scottbuurt Oost,1300
1056 JL Amsterdam (Trompbuurt),52.0,1950,3,2,1,no,no,no,no,no,Not present,G,Toilet,1056 JL,Trompbuurt,1595
1056 ET Amsterdam (Pieter van der Doesbuurt),87.0,1902,3,2,1,no,no,yes,no,no,Not present,F,None,1056 ET,Pieter van der Doesbuurt,1995
1056 ET Amsterdam (Pieter van der Doesbuurt),45.0,1886,2,1,1,no,no,no,yes,no,Not present,None,None,1056 ET,Pieter van der Doesbuurt,1350
1056 ET Amsterdam (Pieter van der Doesbuurt),65.0,1903,4,3,1,yes,no,no,no,no,Not present,D,None,1056 ET,Pieter van der Doesbuurt,2150
1056 KP Amsterdam (Geuzenhofbuurt),62.0,1936,3,2,1,yes,no,no,yes,no,Not present,None,None,1056 KP,Geuzenhofbuurt,1650
1056 KP Amsterdam (Geuzenhofbuurt),56.0,1934,4,3,1,yes,yes,no,yes,no,Not present,D,"Storage space, Shower, Toilet",1056 KP,Geuzenhofbuurt,1650
1056 GS Amsterdam (Trompbuurt),80.0,1910,3,2,1,yes,no,yes,yes,no,Not present,None,Toilet,1056 GS,Trompbuurt,2250
1056 DB Amsterdam (Jan Maijenbuurt),58.0,1925,2,1,1,yes,no,no,yes,no,Not present,C,"Bath, Toilet",1056 DB,Jan Maijenbuurt,1500
1056 KB Amsterdam (Geuzenhofbuurt),65.0,1930,4,3,1,yes,no,no,no,no,Not present,C,Toilet,1056 KB,Geuzenhofbuurt,1945
1056 XT Amsterdam (Landlust Zuid),44.0,1930,2,1,1,yes,no,yes,yes,no,Not present,E,"Shower, Toilet",1056 XT,Landlust Zuid,1375
1056 KN Amsterdam (Geuzenhofbuurt),49.0,1932,3,2,1,yes,no,no,no,no,Not present,None,None,1056 KN,Geuzenhofbuurt,1500
1056 KN Amsterdam (Geuzenhofbuurt),60.0,1934,3,2,1,yes,yes,no,yes,no,Not present,None,"Storage space, Bath",1056 KN,Geuzenhofbuurt,1550
1056 PA Amsterdam (Robert Scottbuurt Oost),58.0,1930,3,2,1,yes,no,no,yes,no,Not present,D,"Shower, Toilet",1056 PA,Robert Scottbuurt Oost,1550
1056 WE Amsterdam (Trompbuurt),150.0,1922,4,3,1,no,no,no,no,no,Not present,D,None,1056 WE,Trompbuurt,2500
1056 XP Amsterdam (Landlust Zuid),94.0,1934,3,2,1,yes,no,no,yes,no,Not present,G,"Bath, Toilet",1056 XP,Landlust Zuid,1950
1056 EP Amsterdam (Erasmusparkbuurt Oost),59.0,1939,2,1,1,no,no,no,yes,no,Not present,D,Shower,1056 EP,Erasmusparkbuurt Oost,1500
1056 DJ Amsterdam (Robert Scottbuurt Oost),130.0,1929,6,5,1,yes,no,no,no,no,Not present,B,"Roof terrace, Toilet",1056 DJ,Robert Scottbuurt Oost,2750
1056 PN Amsterdam (Robert Scottbuurt Oost),65.0,1932,3,2,1,no,no,no,no,no,Not present,D,"Shower, Toilet",1056 PN,Robert Scottbuurt Oost,1650
1078 TT Amsterdam (IJselbuurt Oost),168.0,1906,5,4,1,yes,no,no,no,no,Not present,None,"Shower, Bath, Toilet",1078 TT,IJselbuurt Oost,2200
1078 TT Amsterdam (IJselbuurt Oost),32.0,1992,1,1,1,no,no,no,yes,no,Not present,A,"Roof terrace, Bath",1078 TT,IJselbuurt Oost,1050
1078 TT Amsterdam (IJselbuurt Oost),70.0,1930,3,2,1,no,no,no,no,no,Not present,D,None,1078 TT,IJselbuurt Oost,1650
1078 KV Amsterdam (Wielingenbuurt),75.0,1928,3,2,1,no,no,no,yes,no,Not present,F,Shower,1078 KV,Wielingenbuurt,1900
1078 KP Amsterdam (Wielingenbuurt),80.0,1930,2,1,1,no,yes,no,no,no,"Present (40 m², located on the north-east)",None,"Fireplace, Storage space, Shower",1078 KP,Wielingenbuurt,1850
1078 MK Amsterdam (Scheldebuurt Midden),130.0,1934,4,3,1,yes,no,no,no,no,Not present,None,"Shower, Bath, Toilet",1078 MK,Scheldebuurt Midden,2300
1078 MK Amsterdam (Scheldebuurt Midden),130.0,1934,4,3,1,yes,no,no,no,no,Not present,None,"Shower, Bath, Toilet",1078 MK,Scheldebuurt Midden,2300
1078 XG Amsterdam (Scheldebuurt West),72.0,1934,3,2,1,yes,no,no,yes,no,Not present,E,Toilet,1078 XG,Scheldebuurt West,1900
1078 XG Amsterdam (Scheldebuurt West),72.0,1934,3,2,1,yes,no,no,yes,no,Not present,E,Toilet,1078 XG,Scheldebuurt West,1900
1078 RM Amsterdam (IJselbuurt Oost),75.0,1922,3,2,1,no,no,no,no,no,Not present,D,"Roof terrace, Shower, Bath, Toilet",1078 RM,IJselbuurt Oost,1800
1078 VN Amsterdam (Scheldebuurt West),70.0,1930,2,1,1,yes,no,no,yes,no,Not present,None,Shower,1078 VN,Scheldebuurt West,1750
1078 HS Amsterdam (Scheldebuurt West),92.0,1928,3,2,1,no,no,no,yes,no,Present (16 m²),C,"Shower, Bath, Toilet",1078 HS,Scheldebuurt West,1975
1078 LP Amsterdam (Scheldebuurt Midden),84.0,1900,3,2,1,yes,yes,yes,no,no,Not present,D,"Storage space, Shower, Toilet",1078 LP,Scheldebuurt Midden,1650
1078 LM Amsterdam (Scheldebuurt Midden),90.0,1930,3,2,1,no,no,no,yes,no,Not present,None,None,1078 LM,Scheldebuurt Midden,1750
1078 TA Amsterdam (IJselbuurt Oost),75.0,1922,2,1,1,yes,no,no,no,no,Not present,D,"Shower, Toilet",1078 TA,IJselbuurt Oost,1750
1078 NN Amsterdam (Scheldebuurt Midden),110.0,1934,4,3,1,yes,yes,no,yes,no,Not present,D,"Storage space, Roof terrace",1078 NN,Scheldebuurt Midden,2400
1078 KR Amsterdam (Wielingenbuurt),70.0,1929,3,2,1,yes,no,no,yes,no,Not present,C,Bath,1078 KR,Wielingenbuurt,1700
1078 MR Amsterdam (Scheldebuurt Midden),92.0,1930,3,2,1,yes,no,yes,no,no,Not present,F,"Shower, Toilet",1078 MR,Scheldebuurt Midden,2000
1078 SX Amsterdam (IJselbuurt Oost),100.0,1923,4,3,1,no,no,no,no,no,Not present,D,None,1078 SX,IJselbuurt Oost,1950
1078 LL Amsterdam (Scheldebuurt Midden),150.0,1931,5,4,2,no,no,no,no,no,Not present,A,Lift,1078 LL,Scheldebuurt Midden,3000
1078 AG Amsterdam (IJselbuurt West),55.0,1923,3,2,1,yes,no,no,no,no,Not present,G,"Shower, Bath",1078 AG,IJselbuurt West,1650
1078 EE Amsterdam (IJselbuurt West),55.0,1925,3,2,1,no,no,no,yes,no,Not present,E,Bath,1078 EE,IJselbuurt West,1650
1094 HC Amsterdam (Noordwestkwadrant Indische buurt Noord),46.0,1912,2,1,1,no,no,no,yes,no,Not present,D,None,1094 HC,Noordwestkwadrant Indische buurt Noord,1500
1094 HN Amsterdam (Noordwestkwadrant Indische buurt Zuid),50.0,1912,3,2,1,no,no,no,yes,no,Not present,C,Toilet,1094 HN,Noordwestkwadrant Indische buurt Zuid,1700
1094 HN Amsterdam (Noordwestkwadrant Indische buurt Zuid),50.0,1912,3,2,1,no,no,no,yes,no,Not present,C,Toilet,1094 HN,Noordwestkwadrant Indische buurt Zuid,1600
1094 GZ Amsterdam (Noordwestkwadrant Indische buurt Noord),62.0,1902,3,2,1,no,no,no,yes,no,Not present,C,"Shower, Toilet",1094 GZ,Noordwestkwadrant Indische buurt Noord,1665
1094 GZ Amsterdam (Noordwestkwadrant Indische buurt Noord),65.0,1925,2,1,1,yes,no,no,yes,no,Not present,None,None,1094 GZ,Noordwestkwadrant Indische buurt Noord,1685
1094 GZ Amsterdam (Noordwestkwadrant Indische buurt Noord),62.0,1902,3,2,1,no,no,no,yes,no,Not present,C,"Shower, Toilet",1094 GZ,Noordwestkwadrant Indische buurt Noord,1665
1094 GM Amsterdam (Noordwestkwadrant Indische buurt Noord),30.0,1907,2,1,1,no,no,yes,yes,no,Not present,B,None,1094 GM,Noordwestkwadrant Indische buurt Noord,1200
1094 GB Amsterdam (Zuidwestkwadrant Indische buurt),71.0,1998,3,2,1,no,no,no,yes,no,Not present,None,None,1094 GB,Zuidwestkwadrant Indische buurt,1750
1094 HJ Amsterdam (Noordwestkwadrant Indische buurt Noord),27.0,1950,2,1,1,yes,no,no,yes,no,Not present,A,Toilet,1094 HJ,Noordwestkwadrant Indische buurt Noord,1350
1094 HJ Amsterdam (Noordwestkwadrant Indische buurt Noord),55.0,1903,2,1,2,yes,no,yes,yes,no,Not present,G,"Shower, Toilet",1094 HJ,Noordwestkwadrant Indische buurt Noord,1350
1094 CE Amsterdam (Noordwestkwadrant Indische buurt Noord),45.0,1914,2,1,1,no,no,no,yes,no,Not present,D,None,1094 CE,Noordwestkwadrant Indische buurt Noord,1450
1093 NJ Amsterdam (Oostpoort),93.0,2017,3,2,1,yes,no,no,yes,no,Not present,A,"Lift, Bath, Toilet",1093 NJ,Oostpoort,1975
1093 NJ Amsterdam (Oostpoort),93.0,2017,3,2,1,yes,no,no,yes,no,Not present,A,"Lift, Bath, Toilet",1093 NJ,Oostpoort,1850
1093 NJ Amsterdam (Oostpoort),66.0,2017,2,1,1,yes,yes,no,yes,no,Not present,A,"Lift, Storage space, Shower, Toilet",1093 NJ,Oostpoort,1650
1093 NJ Amsterdam (Oostpoort),66.0,2017,2,1,1,yes,yes,no,yes,no,Not present,A,"Lift, Storage space, Shower, Toilet",1093 NJ,Oostpoort,1550
1093 VR Amsterdam (Dapperbuurt Zuid),84.0,1893,3,2,2,yes,no,no,no,no,Not present,D,"Shower, Toilet",1093 VR,Dapperbuurt Zuid,1850
1093 VD Amsterdam (Dapperbuurt Noord),50.0,1981,2,1,1,yes,no,no,yes,no,Not present,B,Shower,1093 VD,Dapperbuurt Noord,1550
1093 RP Amsterdam (Dapperbuurt Noord),150.0,2002,3,2,1,no,no,no,no,no,Not present,A,"Bath, Toilet",1093 RP,Dapperbuurt Noord,4500
1093 RP Amsterdam (Dapperbuurt Noord),114.0,2002,3,2,1,no,no,yes,no,no,Not present,A+++++,"Lift, Shower, Toilet",1093 RP,Dapperbuurt Noord,2250
1093 CP Amsterdam (Dapperbuurt Noord),72.0,1885,3,2,2,yes,no,no,no,no,Not present,A,Toilet,1093 CP,Dapperbuurt Noord,1595
1093 JB Amsterdam (Dapperbuurt Zuid),62.0,1887,3,2,1,yes,no,no,no,no,Not present,None,Toilet,1093 JB,Dapperbuurt Zuid,1550
1091 DH Amsterdam (Oosterparkbuurt Noordwest),55.0,1920,2,1,2,yes,no,yes,yes,no,Not present,F,"Shower, Toilet",1091 DH,Oosterparkbuurt Noordwest,1495
1091 CD Amsterdam (Swammerdambuurt),72.0,1893,2,1,1,no,no,no,no,no,Present (60 m²),None,Toilet,1091 CD,Swammerdambuurt,1850
1091 CD Amsterdam (Swammerdambuurt),72.0,1893,2,1,1,no,no,no,no,no,Present (60 m²),None,Toilet,1091 CD,Swammerdambuurt,1850
1091 CR Amsterdam (Swammerdambuurt),65.0,1887,3,2,1,no,no,no,yes,no,Not present,D,None,1091 CR,Swammerdambuurt,1900
1091 CR Amsterdam (Swammerdambuurt),65.0,1887,3,2,1,no,no,no,yes,no,Not present,D,None,1091 CR,Swammerdambuurt,1750
1091 TT Amsterdam (Weesperzijde Midden/Zuid),32.0,1907,2,1,1,yes,no,no,yes,no,Not present,B,"Shower, Toilet",1091 TT,Weesperzijde Midden/Zuid,1400
1091 TT Amsterdam (Weesperzijde Midden/Zuid),32.0,1907,2,1,1,yes,no,no,yes,no,Not present,B,"Shower, Toilet",1091 TT,Weesperzijde Midden/Zuid,1400
1091 SK Amsterdam (Weesperzijde Midden/Zuid),60.0,1975,2,1,1,yes,yes,no,no,no,Not present,None,"Storage space, Toilet",1091 SK,Weesperzijde Midden/Zuid,1750
1091 ST Amsterdam (Weesperzijde Midden/Zuid),90.0,2006,2,1,1,no,no,no,yes,no,Not present,B,"Lift, Toilet",1091 ST,Weesperzijde Midden/Zuid,2000
1091 ST Amsterdam (Weesperzijde Midden/Zuid),150.0,2006,5,4,2,yes,no,yes,yes,yes,Not present,None,"Lift, Roof terrace, Bath",1091 ST,Weesperzijde Midden/Zuid,2250
1091 KX Amsterdam (Transvaalbuurt West),89.0,1996,3,2,1,yes,no,no,no,no,Not present,None,"Lift, Bath, Toilet",1091 KX,Transvaalbuurt West,1850
1091 TJ Amsterdam (Weesperzijde Midden/Zuid),105.0,2014,4,3,2,yes,no,yes,yes,no,Not present,A,Toilet,1091 TJ,Weesperzijde Midden/Zuid,2500
1091 TJ Amsterdam (Weesperzijde Midden/Zuid),105.0,2014,4,3,2,yes,no,yes,yes,no,Not present,A,Toilet,1091 TJ,Weesperzijde Midden/Zuid,2250
1091 TD Amsterdam (Weesperzijde Midden/Zuid),55.0,1903,2,1,1,yes,no,no,yes,no,Not present,B,None,1091 TD,Weesperzijde Midden/Zuid,1750
1091 RZ Amsterdam (Swammerdambuurt),50.0,1880,2,1,1,no,no,no,yes,no,Not present,None,None,1091 RZ,Swammerdambuurt,1350
1091 RZ Amsterdam (Swammerdambuurt),50.0,1880,2,1,1,no,no,no,yes,no,Not present,None,None,1091 RZ,Swammerdambuurt,1350
1091 SL Amsterdam (Weesperzijde Midden/Zuid),64.0,1984,2,1,1,yes,no,no,yes,no,Not present,B,"Bath, Toilet",1091 SL,Weesperzijde Midden/Zuid,1675
1091 ZB Amsterdam (Transvaalbuurt West),45.0,1925,2,1,1,yes,no,no,yes,no,Not present,D,Shower,1091 ZB,Transvaalbuurt West,1450
1091 TG Amsterdam (Weesperzijde Midden/Zuid),102.0,1920,3,2,1,yes,no,no,yes,no,Not present,D,Roof terrace,1091 TG,Weesperzijde Midden/Zuid,2500
1091 TG Amsterdam (Weesperzijde Midden/Zuid),102.0,1920,3,2,1,yes,no,no,yes,no,Not present,D,Roof terrace,1091 TG,Weesperzijde Midden/Zuid,2300
1091 CB Amsterdam (Swammerdambuurt),70.0,1895,2,1,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1091 CB,Swammerdambuurt,1850
1091 CB Amsterdam (Swammerdambuurt),50.0,1895,3,2,1,no,no,yes,yes,no,Not present,None,Shower,1091 CB,Swammerdambuurt,1000
1091 CB Amsterdam (Swammerdambuurt),70.0,1895,2,1,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1091 CB,Swammerdambuurt,1750
1091 CS Amsterdam (Swammerdambuurt),74.0,1885,3,2,2,yes,no,yes,yes,no,Not present,A+++,Bath,1091 CS,Swammerdambuurt,1975
1091 CS Amsterdam (Swammerdambuurt),75.0,1910,3,2,1,no,no,no,yes,no,"Present (65 m², located on the south)",B,None,1091 CS,Swammerdambuurt,1825
1091 CS Amsterdam (Swammerdambuurt),74.0,1885,3,2,2,yes,no,yes,yes,no,Not present,A+++,Bath,1091 CS,Swammerdambuurt,1975
1091 KZ Amsterdam (Transvaalbuurt West),38.0,1915,2,1,1,yes,no,no,no,no,Not present,C,"Shower, Toilet",1091 KZ,Transvaalbuurt West,1200
1091 VJ Amsterdam (Oosterparkbuurt Zuidwest),75.0,1900,3,2,1,no,no,yes,yes,no,Not present,None,None,1091 VJ,Oosterparkbuurt Zuidwest,2000
1091 HV Amsterdam (Oosterparkbuurt Zuidwest),60.0,2015,3,2,1,no,no,yes,yes,no,Not present,A,"Roof terrace, Bath, Toilet",1091 HV,Oosterparkbuurt Zuidwest,1850
1091 SX Amsterdam (Weesperzijde Midden/Zuid),59.0,1905,2,1,1,no,no,no,yes,no,Not present,None,Toilet,1091 SX,Weesperzijde Midden/Zuid,1500
1091 ER Amsterdam (Weesperzijde Midden/Zuid),110.0,1913,3,2,2,no,no,no,yes,no,Not present,A,"Air-conditioning, Shower, Bath, Toilet",1091 ER,Weesperzijde Midden/Zuid,2850
1091 KD Amsterdam (Oosterparkbuurt Zuidwest),55.0,1997,3,2,2,no,no,no,no,no,Not present,C,"Shower, Toilet",1091 KD,Oosterparkbuurt Zuidwest,1775
1091 CX Amsterdam (Oosterparkbuurt Noordwest),42.0,1899,2,1,1,yes,no,no,no,no,Not present,A,None,1091 CX,Oosterparkbuurt Noordwest,1500
1091 XS Amsterdam (Transvaalbuurt West),60.0,1900,3,2,1,yes,no,no,yes,no,Not present,None,"Shower, Toilet",1091 XS,Transvaalbuurt West,1495
1091 KA Amsterdam (Oosterparkbuurt Zuidwest),57.0,1900,2,1,1,no,no,no,yes,no,Not present,D,None,1091 KA,Oosterparkbuurt Zuidwest,1500
1091 KW Amsterdam (Transvaalbuurt West),62.0,1928,2,1,1,yes,yes,no,yes,no,Not present,D,"Internet connection, Storage space, Bath",1091 KW,Transvaalbuurt West,1495
1091 BZ Amsterdam (Oosterparkbuurt Noordwest),52.0,1899,3,2,1,no,no,no,no,no,Not present,D,Toilet,1091 BZ,Oosterparkbuurt Noordwest,1650
1091 TN Amsterdam (Weesperzijde Midden/Zuid),68.0,1905,3,2,1,yes,no,no,yes,no,Not present,A,Toilet,1091 TN,Weesperzijde Midden/Zuid,1800
1018 MN Amsterdam (Oostenburg),60.0,2016,2,1,1,no,no,yes,yes,no,Not present,A,"Lift, Shower, Bath, Toilet",1018 MN,Oostenburg,1500
1018 VN Amsterdam (Weesperbuurt),31.0,1965,2,1,1,no,no,no,yes,no,Not present,None,"Cable TV, Internet connection, Lift",1018 VN,Weesperbuurt,1800
1018 VN Amsterdam (Weesperbuurt),35.0,1965,2,1,1,no,no,no,yes,no,Not present,C,"Cable TV, Internet connection, Lift",1018 VN,Weesperbuurt,2000
1018 WA Amsterdam (Wittenburg),78.0,2004,2,1,1,no,yes,no,yes,no,Not present,B,"Lift, Storage space, Shower, Bath, Toilet",1018 WA,Wittenburg,1700
1018 WA Amsterdam (Wittenburg),78.0,2005,2,1,1,no,yes,no,yes,no,Not present,B,"Lift, Storage space, Shower, Bath, Toilet",1018 WA,Wittenburg,1500
1018 TB Amsterdam (de Plantage),50.0,1905,2,1,1,yes,no,no,yes,no,Not present,A,"Shower, Bath, Toilet",1018 TB,de Plantage,1450
1018 TB Amsterdam (de Plantage),60.0,1905,2,1,1,yes,no,no,yes,no,Not present,D,None,1018 TB,de Plantage,1700
1018 TB Amsterdam (de Plantage),60.0,1905,2,1,1,yes,no,yes,yes,no,Not present,B,"Shower, Toilet",1018 TB,de Plantage,1575
1018 TB Amsterdam (de Plantage),60.0,1905,2,1,1,yes,no,no,yes,no,Not present,D,None,1018 TB,de Plantage,1650
1018 TB Amsterdam (de Plantage),60.0,1905,2,1,1,yes,no,yes,yes,no,Not present,B,"Shower, Toilet",1018 TB,de Plantage,1500
1018 VC Amsterdam (Weesperbuurt),52.0,1730,2,1,1,no,no,no,yes,no,Not present,None,Toilet,1018 VC,Weesperbuurt,1600
1018 DW Amsterdam (Weesperbuurt),110.0,1930,3,2,1,yes,no,no,yes,no,Not present,E,"Internet connection, Bath",1018 DW,Weesperbuurt,4599
1018 CE Amsterdam (Alexanderplein e.o.),106.0,1895,3,2,1,yes,no,no,no,no,Not present,None,"Bath, Toilet",1018 CE,Alexanderplein e.o.,2600
1018 CE Amsterdam (Alexanderplein e.o.),106.0,1895,3,2,1,yes,no,no,no,no,Not present,None,"Bath, Toilet",1018 CE,Alexanderplein e.o.,2600
1018 CE Amsterdam (Alexanderplein e.o.),106.0,1895,4,3,1,yes,yes,no,no,no,Not present,C,"Storage space, Shower, Bath, Toilet",1018 CE,Alexanderplein e.o.,2750
1018 BA Amsterdam (Kadijken),70.0,1690,2,1,1,no,no,no,yes,no,Not present,None,None,1018 BA,Kadijken,1750
1018 XP Amsterdam (Weesperbuurt),60.0,1900,2,1,1,no,no,no,yes,no,Not present,None,Air-conditioning,1018 XP,Weesperbuurt,1695
1018 XP Amsterdam (Weesperbuurt),60.0,1900,2,1,1,no,no,no,yes,no,Not present,None,Air-conditioning,1018 XP,Weesperbuurt,1695
1018 TN Amsterdam (de Plantage),60.0,1900,3,2,1,no,no,no,no,no,Not present,None,None,1018 TN,de Plantage,1700
1018 AD Amsterdam (Kadijken),51.0,2001,2,1,1,no,no,no,yes,no,Not present,A,"Shower, Bath, Toilet",1018 AD,Kadijken,1950
1018 AD Amsterdam (Kadijken),257.0,2001,4,3,1,no,yes,no,yes,yes,Not present,B,"Lift, Storage space, Shower, Bath, Toilet",1018 AD,Kadijken,4950
1018 AD Amsterdam (Kadijken),51.0,2001,2,1,1,no,no,no,yes,no,Not present,A,"Shower, Bath, Toilet",1018 AD,Kadijken,1900
1018 AD Amsterdam (Kadijken),257.0,2001,4,3,1,no,yes,no,yes,yes,Not present,B,"Lift, Storage space, Shower, Bath, Toilet",1018 AD,Kadijken,4000
1018 TM Amsterdam (de Plantage),51.0,1905,2,1,1,no,no,no,yes,no,Not present,None,Bath,1018 TM,de Plantage,1750
1018 TM Amsterdam (de Plantage),70.0,1900,2,1,1,no,no,no,no,no,Not present,D,"Bath, Toilet",1018 TM,de Plantage,1600
1018 TM Amsterdam (de Plantage),51.0,1905,2,1,1,no,no,no,yes,no,Not present,None,Bath,1018 TM,de Plantage,1750
1018 VA Amsterdam (Weesperbuurt),57.0,1930,3,2,1,yes,no,no,yes,no,Not present,F,None,1018 VA,Weesperbuurt,1700
1018 VA Amsterdam (Weesperbuurt),60.0,1930,2,1,1,yes,no,yes,yes,no,Not present,None,None,1018 VA,Weesperbuurt,1575
1018 VA Amsterdam (Weesperbuurt),57.0,1930,3,2,1,yes,no,no,yes,no,Not present,F,None,1018 VA,Weesperbuurt,1418
1018 TA Amsterdam (de Plantage),52.0,1905,3,2,1,no,no,no,no,no,Not present,None,None,1018 TA,de Plantage,1700
1018 TA Amsterdam (de Plantage),52.0,1905,3,2,1,no,no,no,no,no,Not present,None,None,1018 TA,de Plantage,1700
1018 GW Amsterdam (Alexanderplein e.o.),66.0,1890,2,1,1,no,yes,yes,yes,no,Not present,None,"Cable TV, Internet connection, Fireplace, Storage space, Shower, Bath, Toilet",1018 GW,Alexanderplein e.o.,1650
1018 GW Amsterdam (Alexanderplein e.o.),66.0,1890,2,1,1,no,yes,yes,yes,no,Not present,None,"Cable TV, Internet connection, Fireplace, Storage space, Shower, Bath, Toilet",1018 GW,Alexanderplein e.o.,1650
1018 AV Amsterdam (Alexanderplein e.o.),105.0,1886,2,1,1,no,no,no,yes,no,Not present,G,None,1018 AV,Alexanderplein e.o.,1700
1018 GP Amsterdam (Sarphatistrook),90.0,1990,3,2,1,yes,yes,no,yes,no,Not present,None,"Lift, Storage space, Shower, Bath, Toilet",1018 GP,Sarphatistrook,1800
1018 WP Amsterdam (Weesperbuurt),55.0,1970,3,2,1,yes,no,no,no,no,Not present,C,"Shower, Bath",1018 WP,Weesperbuurt,1627
1018 BB Amsterdam (Kadijken),71.0,1992,3,2,1,yes,yes,no,yes,no,Not present,B,"Storage space, Toilet",1018 BB,Kadijken,1850
